C�digo Barra,C�digo Reduzido,Descri��o,Unidade Medida,Categoria,Setor,Pre�o de Venda Unit�rio R$,Classificacao Fiscal / NCM,CST ICMS Sa�da,CEST,CFOP Estadual,Al�quota ICMS,Al�quota de PIS,CST PIS Sa�da,Al�quota de COFINS,CST COFINS Sa�da,Enviar para Balan�a,,,,,,,,,,
|7897173003722|,-,BOLO GOTAS DE CHOCOLATE CASA SUICA 250G,UN,MERCEARIA SECA,02 REVENDA,12,6000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,795,PAO DE CIABATTA CONGELADO,KG,PANIFICACAO, ,42,9400,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,759,BAGUETE FRANCESA CONGELADA KG,KG,PANIFICACAO, ,35,5500,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,762,MINI ESFIHA DE CARNE CONGELADA,KG,PANIFICACAO, ,77,3900,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,764,MINI ESFIHA DE FRANGO CONGELADA,KG,PANIFICACAO, ,66,3200,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,767,ENROLADINHO DE SALSICHA CONGELADO,KG,PANIFICACAO, ,48,5700,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,768,ESFIHA ABERTA CONGELADA SABORES,KG,PANIFICACAO, ,66,3200,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,771,SALTENHA CONGELADA,KG,PANIFICACAO, ,80,7400,1905.90.90 - PAES, BOLOS, BOLACHAS,0,17.031.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896039010119|,-,SALGADINHO EBICEN SABOR CAMARAO 30G,UN,MERCEARIA SECA,02 REVENDA,3,9000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898003281266|,-,DOCE DE LEITE CHUP CHUP AMOR DE MINAS 30G,UN,BOMBONIERE,02 REVENDA,1,8000,1704.90.20 - BALAS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,7,7,600,7,-,,,,,,,
|7898003281259|,-,DOCE DE LEITE CHUP CHUP AMOR DE MINAS 30G,UN,BOMBONIERE,02 REVENDA,1,8000,1704.90.20 - BALAS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,7,7,600,7,-,,,,,,,
|5413548280387|,-,KINDER SCHOKO BONS 125G,UN,BOMBONIERE,02 REVENDA,42,9000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,1,7,600,1,-,,,,,
|5413548280189|,-,KINDER SCHOKO BONS 125G,UN,BOMBONIERE,02 REVENDA,42,9000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,1,7,600,1,-,,,,,
-,773,MINI EMPADA CONGELADA,KG,PANIFICACAO, ,73,7000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891772156261|,-,BARRA DE CEREAL CLASSIC AMENDOIM 20G,UN,BOMBONIERE,02 REVENDA,2,2000,1904.20.00 - PREPARS.ALIMENT.OBTIDAS DE FLOCOS DE CEREAIS E MISTURAS,60,17.042.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896986261688|,-,BENDITO CACAO CAIXA 108G,UN,BOMBONIERE,02 REVENDA,37,9000,1806.90.00 - PRODUTOS DO CACAU,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898577969447|,793,CAIXA BRIGADEIRO MAES 4 UNI,UN,CONFEITARIA, ,28,1700,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7898577969423|,793,CAIXA BRIGADEIRO MAES 4 UNI,UN,CONFEITARIA, ,28,1700,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PIZZA A MODA DO CHEF,UN,COPA, ,68,8000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,SP CALABRESA FRESCA,KG,RECEITUARIOS, ,38,8700,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,782,PAO ITALIANO CONGELADO,KG,PANIFICACAO, ,35,600,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,827,PAO SEMI-ITALIANO CONGELADO,KG,PANIFICACAO, ,35,6800,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,781,PALITO DE CIABATTA C QUEIJO CONGELADO,KG,PANIFICACAO, ,116,6400,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,631,LANCHE QUEIJO BRANCO NO PAO DE QUEIJO,UN,CHAPA, ,20,5000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896102830439|,-,MAIONESE GRILL JUNIOR 350G,UN,MERCEARIA SECA,02 REVENDA,29,6000,2103.90.11 - MAIONESE EM EMBALAGENS IMEDIATAS,PESO<=1KG,60,17.039.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7892840821098|,-,RUFFLES SABOR CHEESEBURGER 35G,UN,MERCEARIA ESPECIAL,02 REVENDA,4,9900,2005.20.00 - BATATA PALHA,60,17.032.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7892840821074|,-,RUFFLES SABOR HOT DOG 35G,UN,MERCEARIA ESPECIAL,02 REVENDA,4,9900,2005.20.00 - BATATA PALHA,60,17.032.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896371000175|,-,CERV THEREZOPOLIS GOLD LAGER LN 355ML,UN,BEBIDAS,02 REVENDA,7,9000,2203.00.00 - CERVEJAS,60,03.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|609963881734|,-,IOGURTE NUTRI LEITE NATURAL 1L,UN,LATICINIOS,02 REVENDA,13,8000,0403.20.00 - OUTROS,60,17.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7896353302112|,-,FONDUE DE QUEIJO CATUPIRY 250G,UN,LATICINIOS,02 REVENDA,27,9500,0406.20.00 - QUEIJO,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7893000674233|,-,LASANHA BOLONHESA SADIA 350G,UN,CONVENIENCIA,02 REVENDA,13,8000,1902.20.00 - MASSAS/LANCHES CONG PRONTOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7891164018375|,-,PRATO PRONTO AURORA FILE DE FRANGO 310G,UN,CONVENIENCIA,02 REVENDA,20,2000,1602.39.00 - PREPARACOES ALIMENTICIAS E CONSERVAS,DE OUTS.AVES,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7898024398837|,-,TIC TAC MENTA FRESH 14,5G,UN,BOMBONIERE,02 REVENDA,3,8000,1704.90.20 - BALAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,
|78945494|,-,TIC TAC MENTA FRESH 14,5G,UN,BOMBONIERE,02 REVENDA,3,8000,1704.90.20 - BALAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,
-,-,SP MASSA PAO DE TAPIOCA,KG,PANIFICACAO, ,52,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO DE TAPIOCA FMAIS,KG,PANIFICACAO, ,52,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO DE TAPIOCA COM SALAME FMAIS,KG,PANIFICACAO, ,52,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO AUSTRALIANO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO CHORIPAN FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO ITALIANO C ACAFRAO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO ITALIANO C ALHO PORO E PARMESAO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO ITALIANO C TOMATE SECO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SP MASSA PAO ITALIANO FMAIS,KG,PANIFICACAO, ,52,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO MEXICANO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO ITALIANO C AZEITONA PRETA FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO ALEMAO FMAIS,KG,PANIFICACAO, ,49,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,CROISSANT FMAIS,KG,RECEITUARIOS, ,57,5400,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SP MASSA PAO FESTIVAL C HEINEKEN FMAIS,KG,PANIFICACAO, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SP MASSA PAO FESTIVAL C MALZBIER FMAIS,KG,PANIFICACAO, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,FOCACCIA TRADICIONAL FMAIS,KG,PANIFICACAO, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO CIABATTA C NOZES E AVELAS FMAIS,KG,PANIFICACAO, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO NAPOLITANO FMAIS,KG,PANIFICACAO, ,54,9000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896005806203|,-,CAPSULA 3 CORACOES CHOCOLATTO 110G,UN,MERCEARIA SECA,02 REVENDA,23,8000,1806.90.00 - PRODUTOS DO CACAU,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7896005805138|,-,CAPSULA 3 CORACOES CHOCOLATTO 110G,UN,MERCEARIA SECA,02 REVENDA,23,8000,1806.90.00 - PRODUTOS DO CACAU,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7896045102570|,-,CAPSULA 3 CORACOES HAVANNA 110G,UN,MERCEARIA SECA,02 REVENDA,23,8000,2101.12.00 - PREPARS.A BASE DE EXTRATOS,ESSENCIAS, CONCENTRAD. DE CAFE,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,
-,2035,CALABRESA CERATTI KG,KG,FRIOS,02 REVENDA,73,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.077.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896986271151|,-,CORACAO MACA DO AMOR CS 100G,UN,BOMBONIERE,02 REVENDA,42,9000,1806.90.00 - PRODUTOS DO CACAU,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896114101626|,-,QUEIJO PRATO FATIADO IPANEMA 150G,UN,FRIOS,02 REVENDA,10,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114101619|,-,QUEIJO MUSSARELA FATIADO IPANEMA 150G,UN,FRIOS,02 REVENDA,10,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114100933|,-,QUEIJO CHEDDAR FATIADO IPANEMA 150G,UN,FRIOS,02 REVENDA,11,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114101633|,-,QUEIJO MUSSARELA ZERO LACT. FATIADO IPANEMA 150G,UN,FRIOS,02 REVENDA,11,9500,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896114101817|,-,QUEIJO RALADO IPANEMA 40G,UN,LATICINIOS,02 REVENDA,5,2000,0401.10.10 - LATICINIOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891150087323|,-,GELARTIER MORANGO 473G,UN,SORVETES,02 REVENDA,43,9000,2105.00.10 - SORVETES,60,23.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891150086302|,-,ACAI MAE TERRA 700ML,UN,SORVETES,02 REVENDA,33,5000,2105.00.10 - SORVETES,60,23.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891150086319|,-,ACAI MAE TERRA 1,5L,UN,SORVETES,02 REVENDA,49,9000,2105.00.10 - SORVETES,60,23.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|609963778355|,-,PIMENTA SWEET CHILLI SPICE SPLICE 180ML,UN,MERCEARIA SECA,02 REVENDA,28,9000,2103.90.91 - OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|609963778386|,-,PIMENTA ALHO NEGRO SPICE SPLICE 180ML,UN,MERCEARIA SECA,02 REVENDA,39,9000,2103.90.91 - OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|609963778409|,-,PIMENTA BHUT JOLOKIA SPICE SPLICE 180ML,UN,MERCEARIA SECA,02 REVENDA,31,9000,2103.90.91 - OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|609963778447|,-,PIMENTA HOME ROOTS SPICE SPLICE 180ML,UN,MERCEARIA SECA,02 REVENDA,31,9000,2103.90.91 - OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|609963118441|,-,PIMENTA HOME ROOTS SPICE SPLICE 180ML,UN,MERCEARIA SECA,02 REVENDA,31,9000,2103.90.91 - OUTS.PREPARS.P/MOLHOS,MOLHOS PREPARS.EMBAL. IMED.P<=1KG,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000349748|,-,KIT KAT MINI MOMENTS CARAMEL 34,6G,UN,BOMBONIERE,02 REVENDA,5,9500,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7891000349724|,-,KIT KAT MINI MOMENTS CARAMEL 34,6G,UN,BOMBONIERE,02 REVENDA,5,9500,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
-,-,PAO DE ALHO RECEITA HILTON,KG,PANIFICACAO, ,38,9000,1704.90.90 - DOCES E CONFEITARIA,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,PAO DE ALHO COM MUSSARELA RECEITA HILTON,KG,PANIFICACAO, ,38,9000,1704.90.90 - DOCES E CONFEITARIA,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,SOPA DE FEIJAO COM CARNE,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,-,SOPA DE PALMITO COM BROCOLIS,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
|7898907901024|,-,QUEBRA QUEIXO KADOCES 150G,UN,BOMBONIERE,02 REVENDA,7,9000,1901.90.20 - DOCE DE LEITE,60,17.029.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,-,BOLO DE MACA MANGAL,KG,CONFEITARIA, ,59,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,SP MASSA PAO DOCE MANGAL,KG,RECEITUARIOS, ,5,9300,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
-,-,PAO DOCE COM DOCE DE LEITE E NOZES MANGAL,KG,PANIFICACAO, ,49,1400,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891150087316|,-,GELARTIER MACADAMIA CARAMELIZADA 355G,UN,SORVETES,02 REVENDA,43,9000,2105.00.10 - SORVETES,60,23.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891150087330|,-,GELARTIER CHOCOLATE COM RASPAS 364G,UN,SORVETES,02 REVENDA,43,9000,2105.00.10 - SORVETES,60,23.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,9031,SOPA DE CARNE COM LEGUMES,KG,RESTAURANTE E REFEICOES, ,33,0,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,,,
|7896962500121|,-,PE DE MOLEQUE TONY KELLY 40G,UN,BOMBONIERE,02 REVENDA,2,0,2008.11.00 - AMENDOINS PREPARADOS OU CONSERVADOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,-,CANJA DE GALINHA,KG,COPA, ,29,9000,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
|7891164116798|,-,PEITO DE FRANGO BEM LEVE AURORA 200G,UN,FRIOS,02 REVENDA,11,6000,1602.49.00 - OUTS.PREPARS.ALIMENTS.E CONSERVAS,DE SUINOS E MISTURAS,60,17.079.07,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,
-,-,PIPOCA DOCE FESTIVAL JUNINO,KG,RECEITUARIOS, ,6,9000,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
|7622300787837|,-,CHOCOLATE MILKA TUC 87G,UN,BOMBONIERE,02 REVENDA,15,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
